date,open,high,low,close,adj_close,volume,dividends,stock_splits,ema20,ema50,ema200,macd,macd_signal,adx,atr,bb_upper,bb_lower,bb_middle,volume_ma20,rsi,stoch,obv,daily_return,return_5d,return_20d,price_above_ema20,price_above_ema50,price_above_ema200,rsi_overbought,rsi_oversold,macd_bullish,strong_trend,high_volume,near_upper_band,near_lower_band
2021-07-12 00:00:00+05:30,1570.550048828125,1578.0,1533.75,1547.8499755859375,1348.134765625,4588982,0.0,0.0,,,,,,0.0,0.0,,,,,,,4588982,,,,False,False,False,False,False,False,False,False,False,False
2021-07-13 00:00:00+05:30,1556.4000244140625,1556.4000244140625,1536.300048828125,1544.949951171875,1345.60888671875,4456160,0.0,0.0,,,,,,0.0,0.0,,,,,,,132822,-0.0018735823625055659,,,False,False,False,False,False,False,False,False,False,False
2021-07-14 00:00:00+05:30,1554.0,1582.800048828125,1538.0999755859375,1576.9000244140625,1373.4365234375,5657716,0.0,0.0,,,,,,0.0,0.0,,,,,,,5790538,0.020680328976322437,,,False,False,False,False,False,False,False,False,False,False
2021-07-15 00:00:00+05:30,1557.9000244140625,1596.8499755859375,1556.0,1580.800048828125,1376.8333740234375,10021355,0.0,0.0,,,,,,0.0,0.0,,,,,,,15811893,0.0024732223690031585,,,False,False,False,False,False,False,False,False,False,False
2021-07-16 00:00:00+05:30,1573.75,1574.6500244140625,1549.5999755859375,1555.449951171875,1354.7542724609375,6265593,0.0,0.0,,,,,,0.0,0.0,,,,,,,9546300,-0.016036245491668932,,,False,False,False,False,False,False,False,False,False,False
2021-07-19 00:00:00+05:30,1544.699951171875,1552.9000244140625,1537.550048828125,1541.699951171875,1342.7783203125,5669162,0.0,0.0,,,,,,0.0,0.0,,,,,,,3877138,-0.008839885841161799,-0.003973269057767959,,False,False,False,False,False,False,False,False,False,False
2021-07-20 00:00:00+05:30,1538.300048828125,1557.699951171875,1538.0,1550.050048828125,1350.051025390625,5069939,0.0,0.0,,,,,,0.0,0.0,,,,,,,8947077,0.005416162626134202,0.0033011410190870727,,False,False,False,False,False,False,False,False,False,False
2021-07-22 00:00:00+05:30,1561.4000244140625,1592.8499755859375,1561.4000244140625,1590.199951171875,1385.020263671875,7854575,0.0,0.0,,,,,,0.0,0.0,,,,,,,16801652,0.02590232642752688,0.008434223192275159,,False,False,False,False,False,False,False,False,False,False
2021-07-23 00:00:00+05:30,1588.550048828125,1598.5,1585.050048828125,1590.449951171875,1385.23828125,4179719,0.0,0.0,,,,,,0.0,0.0,,,,,,,20981371,0.00015721293401860237,0.006104442083553652,,False,False,False,False,False,False,False,False,False,False
2021-07-26 00:00:00+05:30,1594.0999755859375,1611.6500244140625,1594.0999755859375,1603.9000244140625,1396.9527587890625,4586710,0.0,0.0,,,,,,0.0,0.0,,,,,,,25568081,0.008456772394678236,0.03114859028777195,,False,False,False,False,False,False,False,False,False,False
2021-07-27 00:00:00+05:30,1605.0,1609.300048828125,1597.9000244140625,1602.550048828125,1395.777099609375,5892859,0.0,0.0,,,,,,0.0,0.0,,,,,,,19675222,-0.0008416831257488377,0.039469481470760126,,False,False,False,False,False,False,False,False,False,False
2021-07-28 00:00:00+05:30,1605.0999755859375,1607.5999755859375,1585.5,1605.5999755859375,1398.433349609375,4686788,0.0,0.0,,,,,,0.0,0.0,,,,,,,24362010,0.0019031709867924906,0.035837505246885115,,False,False,False,False,False,False,False,False,False,False
2021-07-29 00:00:00+05:30,1600.0999755859375,1620.0,1600.0999755859375,1617.0,1408.362548828125,4660873,0.0,0.0,,,,,,0.0,0.0,,,,,,,29022883,0.007100164790362795,0.01685325723244735,,False,False,False,False,False,False,False,False,False,False
2021-07-30 00:00:00+05:30,1610.0,1623.4000244140625,1606.1500244140625,1610.5,1402.7012939453125,6234257,0.0,0.0,,,,,,0.0,26.199994768415177,,,,,70.46203651572009,85.61068499604445,22788626,-0.004019789734075463,0.012606526104987914,,False,False,False,True,False,False,False,False,False,False
2021-08-02 00:00:00+05:30,1627.449951171875,1634.75,1619.199951171875,1631.550048828125,1421.03515625,5553389,0.0,0.0,,,,,,0.0,26.060709427814093,,,,,75.94394180839816,96.74966708080079,28342015,0.013070505326373771,0.017239244337666104,,False,False,False,True,False,False,False,False,False,False
2021-08-03 00:00:00+05:30,1647.0,1658.6500244140625,1635.5999755859375,1655.199951171875,1441.6337890625,5513668,0.0,0.0,,,,,,0.0,26.134942724822906,,,,,80.35517545103576,97.15105372606853,33855683,0.014495358178400197,0.03285382717516416,,False,False,False,True,False,False,False,False,False,False
2021-08-04 00:00:00+05:30,1669.0999755859375,1679.9000244140625,1639.050048828125,1649.25,1436.451416015625,6740391,0.0,0.0,,,,,,0.0,27.186016500616805,,,,,76.55187895350532,78.46854255653953,27115292,-0.0035947023606800466,0.027186114273658468,,False,False,False,True,False,False,False,False,False,False
2021-08-05 00:00:00+05:30,1649.5,1666.0,1647.050048828125,1653.550048828125,1440.19677734375,5420536,0.0,0.0,,,,,,0.0,26.59772611999239,,,,,77.38496204416512,81.48930094474807,32535828,0.002607275324010949,0.022603617086038863,,False,False,False,True,False,False,False,False,False,False
2021-08-06 00:00:00+05:30,1657.0,1660.6500244140625,1644.0,1650.199951171875,1437.2786865234375,3754855,0.0,0.0,,,,,,0.0,25.887175998140258,,,,,75.14495760409623,79.13587753005451,28780973,-0.00202600317941648,0.02465069926847252,,False,False,False,True,False,False,False,False,False,False
2021-08-09 00:00:00+05:30,1661.0,1667.449951171875,1646.4000244140625,1663.300048828125,1448.6885986328125,5018477,0.0,0.0,1611.5596832899287,,,,,0.0,25.541658195259703,1679.801727689629,1522.2932674275585,1601.0474975585937,5591300.2,77.84552775800091,88.30164007759507,33799450,0.007938491118574476,0.01946002209543285,,True,False,False,True,False,False,False,False,False,False
2021-08-10 00:00:00+05:30,1668.0,1680.0,1661.050048828125,1677.25,1460.8387451171875,6846517,0.0,0.0,1617.815903928983,,,,,0.0,25.070821979303652,1688.9432570331119,1526.0917405254818,1607.5174987792968,5704176.95,80.3001602888608,97.6812811415738,40645967,0.008386912019694437,0.0133216828652718,0.0835998491165646,True,False,False,True,False,False,False,True,False,False
2021-08-11 00:00:00+05:30,1674.800048828125,1684.0,1668.0,1677.550048828125,1461.10009765625,4899639,0.0,0.0,1623.5048701098538,,,,,0.0,24.422906123639105,1695.7091261249514,1532.5858811992673,1614.1475036621093,5726350.9,80.35058907825773,93.48160247126195,45545606,0.0001788933242659052,0.017159344446339153,0.08582808624685234,True,False,False,True,False,False,False,False,False,False
2021-08-12 00:00:00+05:30,1679.1500244140625,1696.5,1674.0,1689.5999755859375,1471.59521484375,5659579,0.0,0.0,1629.799642059957,,,,,0.0,24.28555568623631,1705.7268182558987,1533.8381841855075,1619.7825012207031,5726444.05,82.3091687617011,93.78376178913288,51205185,0.007183050524322665,0.02180153348449365,0.07146930650454619,True,False,False,True,False,False,False,False,False,False
